awc_name,lat,lon,awc_code,awc_alpha_code,dist_code
Godagere (Hassan),13.095,75.98439,29574060902,H,574
Ugane (Hassan),13.067935,76.01369,29574060903,H,574
Maranahalli (Hassan),13.062066,76.028465,29574060904,H,574
Veerapura (Hassan),13.103992,76.06457,29574060905,H,574
Kadadaravalli (Hassan),13.089207,76.057724,29574060906,H,574
Gullenahalli (Hassan),13.088408,76.06555,29574060907,H,574
Yarehalli (Hassan),13.003175,76.056885,29574060908,H,574
Manchanahalli (Hassan),13.012806,76.06347,29574060909,H,574
Haralahalli (Hassan),13.02452,76.057045,29574060910,H,574
Udduru (Hassan),13.022357,76.073524,29574060911,H,574
Areklhosahalli (Hassan),13.023646,76.0644,29574060912,H,574
Huvinahallikavl (Hassan),13.0356,76.063675,29574060913,H,574
Huvinahallihosuru (Hassan),13.033966,76.04697,29574060914,H,574
Chinnenahalli (Hassan),13.055353,76.0629,29574060915,H,574
Kuppahalli (Hassan),13.048971,76.04875,29574060916,H,574
Janivara (Hassan),13.054965,76.04315,29574060917,H,574
Bommenahalli (Hassan),13.05939,76.057915,29574060918,H,574
Guddenahallikoppalu (Hassan),12.998811,76.08165,29574060919,H,574
Guddenahalli (Hassan),13.003103,76.07865,29574060920,H,574
Sanenahalli (Hassan),13.073998,76.04142,29574060921,H,574
Anuganalu (Hassan),13.075897,76.028534,29574060922,H,574
Ebbdane (Hassan),13.0705385,76.05307,29574060923,H,574
Kadadaravallikaloni (Hassan),13.085328,76.048195,29574060924,H,574
Lakshmipua (Hassan),13.085727,76.02086,29574060925,H,574
Seegeguddakaval (Hassan),13.100937,76.025734,29574060926,H,574
Chikkagaddavalli (Hassan),13.097758,76.01718,29574060927,H,574
Doddagaddavalli (Hassan),13.097588,76.00355,29574060928,H,574
Heggadihalli (Hassan),13.087685,76.01255,29574060929,H,574
Sattigarahallikoppalu (Hassan),12.852166,76.112366,29574061001,H,574
Sattigarahalli (Hassan),12.844078,76.11243,29574061002,H,574
Avrehalli (Hassan),12.837225,76.102615,29574061003,H,574
Jodimallappanahalli (Hassan),12.846257,76.10411,29574061004,H,574
Karle (Hassan),12.83992,76.11814,29574061005,H,574
Karlekoppalu (Hassan),12.831895,76.113625,29574061006,H,574
Nayakarahalli (Hassan),12.826683,76.12395,29574061007,H,574
T. Banavase (Hassan),12.822849,76.09829,29574061008,H,574
Tyagatoor (Hassan),12.824383,76.08367,29574061009,H,574
Mukkunduru (Hassan),12.82686,76.147606,29574061010,H,574
Mukkunduruhoshalli (Hassan),12.829103,76.13953,29574061011,H,574
Hiregowdanahalli (Hassan),12.845072,76.090355,29574061012,H,574
Ganigarahosahalli (Hassan),12.9379635,76.12275,29574061101,H,574
K Herehalli (Hassan),12.942935,76.158966,29574061102,H,574
Chigalli (Hassan),12.954362,76.17201,29574061103,H,574
Samudravalli (Hassan),12.958655,76.11508,29574061104,H,574
Nagathavalli (Hassan),12.963648,76.120155,29574061105,H,574
Konthagowdanahalli (Hassan),12.933282,76.13184,29574061106,H,574
Kachanayakanahalli (Hassan),12.974155,76.13843,29574061107,H,574
Doddabasavanahalli (Hassan),12.977908,76.12742,29574061108,H,574
Kowshika (Hassan),12.957078,76.14273,29574061109,H,574
M Hosakoppalu (Hassan),12.978051,76.11619,29574061110,H,574
A Guduganahalli (Hassan),12.932101,76.158875,29574061111,H,574
Channapatna (Hassan),12.988352,76.10694,29574061112,H,574
Markuli (Hassan),12.928851,76.18618,29574061113,H,574
Bommanayakanahalli (Hassan),12.989199,76.112,29574061114,H,574
Sankalapura (Hassan),12.980195,76.10441,29574061115,H,574
Chikkabasavanahalli (Hassan),12.967165,76.13821,29574061116,H,574
Bastihalli (Hassan),12.928688,76.14489,29574061117,H,574
Ambugadakoppalu (Hassan),12.928638,76.14498,29574061118,H,574
Savanthanahalli (Hassan),12.952634,76.155525,29574061119,H,574
Satenahalli (Hassan),12.939522,76.13954,29574061120,H,574
Shattihalli Koppalu (Hassan),12.948718,76.14286,29574061121,H,574
K Hosakoppalu (Hassan),12.98283,76.11345,29574061122,H,574
Kanchanahalli (Hassan),12.944999,76.1204,29574061123,H,574
Shreeramanagara (Hassan),12.954021,76.12995,29574061124,H,574
Karigowdanakoppalu (Hassan),12.947422,76.15651,29574061125,H,574
Markulikoppalu (Hassan),12.923249,76.18546,29574061126,H,574
Dasarakoppalu (Hassan),13.035697,76.10523,29574061201,H,574
D Haralahalli (Hassan),13.039944,76.106255,29574061202,H,574
Gyarahalli (Hassan),13.051844,76.10048,29574061203,H,574
Doddakondagula (Hassan),13.05292,76.115265,29574061204,H,574
Madihalli (Hassan),13.127358,76.08291,29574061205,H,574
Rayapura (Hassan),13.12959,76.069565,29574061206,H,574
Kondajji (Hassan),13.1199,76.06774,29574061207,H,574
Ballenahalli (Hassan),13.119616,76.084854,29574061208,H,574
Kakkehalli (Hassan),13.09506,76.09096,29574061209,H,574
Kalludevarahalli (Hassan),13.09587,76.071266,29574061210,H,574
Seege (Hassan),13.105708,76.07121,29574061211,H,574
Salagame (Hassan),13.082207,76.08475,29574061212,H,574
S Devihalli (Hassan),13.1040325,76.08695,29574061213,H,574
Kadaga (Hassan),13.081616,76.1016,29574061214,H,574
Kanchamaranahalli (Hassan),13.069523,76.107376,29574061215,H,574
T D Koppalu (Hassan),13.06155,76.100815,29574061216,H,574
Chikkahonnenahalli (Hassan),13.028526,76.10825,29574061217,H,574
K E B Himbhaga (Hassan),13.000422,76.090935,29574061218,H,574
Siddayyanagara (Hassan),12.99751,76.090225,29574061219,H,574
Hachagowdanahalli (Hassan),13.043418,76.078,29574061220,H,574
Shanka (Hassan),13.06257,76.071434,29574061221,H,574
Shankakoppalu (Hassan),13.056138,76.07128,29574061222,H,574
Rachenahalli (Hassan),13.056595,76.09213,29574061223,H,574
S Aladahalli (Hassan),13.072685,76.08859,29574061224,H,574
Thejuru (Hassan),13.045836,76.0872,29574061225,H,574
Chikkakondagula (Hassan),13.034295,76.09157,29574061226,H,574
Thmlapura (Hassan),13.020141,76.08957,29574061227,H,574
Rajkumara Nagara (Hassan),13.014216,76.088394,29574061228,H,574
Penshenmohalla (Hassan),13.01057,76.09134,29574061229,H,574
Mavinahalli (Hassan),13.042075,76.09915,29574061230,H,574
S Thimmanahalli (Hassan),13.088114,76.08338,29574061231,H,574
Attihalli (Hassan),13.05066,76.07235,29574061232,H,574
Korahalli (Hassan),13.034919,76.076996,29574061233,H,574
H.halasanahalli (Hassan),12.936608,76.20193,29574061301,H,574
H.bandihalli (Hassan),12.939306,76.21145,29574061302,H,574
Hongere (Hassan),12.949011,76.20151,29574061303,H,574
Dadadahalli (Hassan),12.952957,76.1958,29574061304,H,574
Ranganathapur (Hassan),12.982714,76.20226,29574061305,H,574
Vladdarakoppa (Hassan),12.982248,76.20871,29574061306,H,574
Shanthigrama Colony (Hassan),12.983617,76.21581,29574061307,H,574
Shanthigrama (Hassan),12.986334,76.21846,29574061308,H,574
Benagatte (Hassan),12.9748535,76.226685,29574061309,H,574
Addihalli (Hassan),12.979065,76.23588,29574061310,H,574
Devihalli (Hassan),12.964728,76.23492,29574061311,H,574
Holalu (Hassan),12.955534,76.23818,29574061312,H,574
Madenooru (Hassan),12.98312,76.24631,29574061313,H,574
Sannachakanahalli (Hassan),13.000194,76.241936,29574061314,H,574
Doddachakanahalli (Hassan),13.004568,76.2431,29574061315,H,574
H.aladahalli (Hassan),12.974424,76.25027,29574061316,H,574
Karekere (Hassan),12.966089,76.25881,29574061317,H,574
Hosuru (Hassan),12.94322,76.252426,29574061318,H,574
Junjanahalli (Hassan),12.958026,76.249535,29574061319,H,574
Ballenahalli (Hassan),12.949934,76.280136,29574061320,H,574
Jagaravalli (Hassan),12.942924,76.28241,29574061321,H,574
Bijemaranahalli (Hassan),12.924352,76.272835,29574061322,H,574
K.aladahalli (Hassan),12.995695,76.27353,29574061323,H,574
K.byadarahalli (Hassan),13.004298,76.27121,29574061324,H,574
S.bandihalli (Hassan),12.99628,76.22835,29574061325,H,574
Bellikoppalu (Hassan),12.944457,76.23312,29574061326,H,574
A.g.koppalu (Hassan),12.999247,76.216125,29574061327,H,574
Mellalli (Hassan),12.939185,76.24278,29574061328,H,574
Mallagodanahalli (Hassan),12.929837,76.2644,29574061329,H,574
B.hosalli (Hassan),12.917187,76.2663,29574061330,H,574
Gadenahalli (Hassan),13.017385,76.224724,29574061331,H,574
G.halasinahalli (Hassan),13.019609,76.21163,29574061332,H,574
Chowrikoppalu (Hassan),13.029826,76.223404,29574061333,H,574
Mallanayakanahalli (Hassan),12.944141,76.22471,29574061334,H,574
Muddanahalli (Hassan),12.988644,76.25857,29574061335,H,574
Karekerekavalu (Hassan),12.952955,76.25906,29574061336,H,574
B.huvinahalli (Hassan),12.998048,76.24991,29574061337,H,574
Somanahalli (Hassan),13.091,76.1337,29574061401,H,574
Hommagowdanahalli (Hassan),13.101135,76.11012,29574061402,H,574
Dyapalapura (Hassan),13.12064,76.120705,29574061403,H,574
Haruvanahalli (Hassan),13.117819,76.11171,29574061404,H,574
Kelavatti (Hassan),13.137751,76.12489,29574061405,H,574
Madiganahalli (Hassan),13.127338,76.11034,29574061406,H,574
Sajjenahalli (Hassan),13.13524,76.110435,29574061407,H,574
Ramedevarapura (Hassan),13.136307,76.10066,29574061408,H,574
Nitturu (Hassan),13.1523695,76.13329,29574061409,H,574
Hangarahalli (Hassan),13.166433,76.15167,29574061410,H,574
Singatigere (Hassan),13.169202,76.13645,29574061411,H,574
Bommenahalli (Hassan),13.201306,76.14182,29574061412,H,574
Idallakaval (Hassan),13.194617,76.112274,29574061413,H,574
Brammadevarahalli (Hassan),13.162668,76.12758,29574061414,H,574
Soppinahalli (Hassan),13.16284,76.11638,29574061415,H,574
Yalagunda (Hassan),13.14728,76.115715,29574061416,H,574
Mallanayakanahalli (Hassan),13.156517,76.1136,29574061417,H,574
S.halasinahalli (Hassan),13.0861845,76.11055,29574061418,H,574
Nagenahalli (Hassan),13.1678095,76.12293,29574061419,H,574
Chowdenahalli (Hassan),13.145086,76.1041,29574061420,H,574
Suranahalli (Holenarasipur),12.788304,76.25548,29574070101,A,574
Devangabeedi (Holenarasipur),12.789249,76.24617,29574070102,A,574
Doddamasidibeedi (Holenarasipur),12.792162,76.24353,29574070103,A,574
Basavanagudibeedi (Holenarasipur),12.790087,76.24377,29574070104,A,574
Kote (Holenarasipur),12.7815895,76.24083,29574070105,A,574
Gandinagara (Holenarasipur),12.783693,76.24014,29574070106,A,574
Kikkerammanakotalu (Holenarasipur),12.780395,76.24154,29574070107,A,574
Ambedkarnagara-a (Holenarasipur),12.777302,76.24942,29574070108,A,574
Ambedkarnagara-b (Holenarasipur),12.777665,76.24858,29574070109,A,574
Poojekoppalu (Holenarasipur),12.766561,76.25109,29574070110,A,574
Chikkachagahalli (Holenarasipur),12.761741,76.24435,29574070111,A,574
Lakshmipura (Holenarasipur),12.760746,76.238205,29574070112,A,574
Lakkur (Holenarasipur),12.726401,76.25234,29574070113,A,574
Honnavara (Holenarasipur),12.741032,76.25668,29574070114,A,574
Thatanahalli (Holenarasipur),12.710245,76.25238,29574070115,A,574
Menaganahalli (Holenarasipur),12.727632,76.262886,29574070116,A,574
S.ankanahalli (Holenarasipur),12.745502,76.26905,29574070117,A,574
Aladahalli (Holenarasipur),12.761779,76.27872,29574070118,A,574
Mallapanahalli (Holenarasipur),12.774312,76.26732,29574070119,A,574
Gulladapura (Holenarasipur),12.7545185,76.27847,29574070120,A,574
A.d.kaloni (Holenarasipur),12.774235,76.24722,29574070121,A,574
Madivalarabeedi (Holenarasipur),12.79125,76.24585,29574070122,A,574
Edigarabeedi (Holenarasipur),12.787876,76.24421,29574070123,A,574
Yasinnagara (Holenarasipur),12.789582,76.24281,29574070124,A,574
Chittanahallibeedi (Holenarasipur),12.78368,76.24428,29574070125,A,574
Hayatnagara (Holenarasipur),12.78101,76.24828,29574070126,A,574
Slumbarad (Holenarasipur),12.777694,76.23916,29574070127,A,574
Housingborad (Holenarasipur),12.77618,76.239075,29574070128,A,574
Koramarabeedi (Holenarasipur),12.787604,76.24237,29574070129,A,574
Ashrayabadavane-a (Holenarasipur),12.7753105,76.23865,29574070130,A,574
Ashrayabadavane-b (Holenarasipur),12.774278,76.24055,29574070131,A,574
Kodangikoppalu (Holenarasipur),12.77197,76.240845,29574070132,A,574
Vakkaligarabeedi (Holenarasipur),12.782075,76.24153,29574070133,A,574
Mallenahalli (Holenarasipur),12.74545,76.246185,29574070134,A,574
Ambedkarnagara-c (Holenarasipur),12.778117,76.2497,29574070135,A,574
Beeranahalli (Holenarasipur),12.77902,76.29543,29574070136,A,574
Kongalabeedu (Holenarasipur),12.754142,76.25437,29574070137,A,574
Bettadasatenahalli (Holenarasipur),12.8293495,76.22936,29574070201,A,574
Tattekere (Holenarasipur),12.801669,76.27196,29574070202,A,574
Tevadahalli (Holenarasipur),12.793944,76.292694,29574070203,A,574
Bagivalu (Holenarasipur),12.820273,76.24492,29574070204,A,574
Mangalapura (Holenarasipur),12.798642,76.26218,29574070205,A,574
Mudalahippe-a (Holenarasipur),12.815352,76.29482,29574070206,A,574
Jajdalukoppalu (Holenarasipur),12.826561,76.2446,29574070207,A,574
Valambige (Holenarasipur),12.819545,76.352516,29574070208,A,574
Jakkavalli (Holenarasipur),12.822002,76.31569,29574070209,A,574
Ulivala (Holenarasipur),12.842887,76.336784,29574070210,A,574
Gunjevu (Holenarasipur),12.794148,76.32702,29574070211,A,574
Gondhimallenahalli (Holenarasipur),12.820476,76.261986,29574070212,A,574
Singapura (Holenarasipur),12.819572,76.32957,29574070213,A,574
Kadavinhoshalli (Holenarasipur),12.8023815,76.247734,29574070214,A,574
Mulekalenahalli (Holenarasipur),12.830415,76.36435,29574070215,A,574
Sunnakalhossssuru (Holenarasipur),12.793979,76.28082,29574070216,A,574
G.somanahalli (Holenarasipur),12.804774,76.322426,29574070217,A,574
Adikekerehosuru (Holenarasipur),12.822417,76.343414,29574070218,A,574
Thirumalapura (Holenarasipur),12.790241,76.26662,29574070219,A,574
Mudalahippe-b (Holenarasipur),12.8142395,76.305466,29574070220,A,574
Kadvinhosalli-b (Holenarasipur),12.805665,76.24298,29574070221,A,574
Ulivalakoppalu (Holenarasipur),12.834056,76.34145,29574070222,A,574
Kadavinhoshalli-c (Holenarasipur),12.800092,76.24836,29574070223,A,574
Gaddehosuru (Holenarasipur),12.805031,76.29725,29574070224,A,574
Halekote-a (Holenarasipur),12.847603,76.177216,29574070301,A,574
Nyamanahalli (Holenarasipur),12.858515,76.16207,29574070302,A,574
Hangarahalli (Holenarasipur),12.854994,76.16373,29574070303,A,574
Basavanayakanahalli (Holenarasipur),12.8446245,76.153305,29574070304,A,574
Hanumanahalli (Holenarasipur),12.844515,76.154015,29574070305,A,574
Kabbinahalli (Holenarasipur),12.867519,76.172844,29574070306,A,574
Kinnarahalli (Holenarasipur),12.865619,76.18134,29574070307,A,574
Machagowdanahalli (Holenarasipur),12.8660965,76.187386,29574070308,A,574
Mavinakere (Holenarasipur),12.835628,76.17387,29574070309,A,574
Kamasamudra (Holenarasipur),12.834951,76.1857,29574070310,A,574
Kyathanahalli (Holenarasipur),12.846763,76.190186,29574070311,A,574
Channapura (Holenarasipur),12.819415,76.21371,29574070312,A,574
Chikkanahalli (Holenarasipur),12.819175,76.213776,29574070313,A,574
Hirebelaguli (Holenarasipur),12.802612,76.22026,29574070314,A,574
Haradanahalli (Holenarasipur),12.851305,76.19724,29574070315,A,574
Kadavinakote (Holenarasipur),12.802132,76.24612,29574070316,A,574
Yalleshapura (Holenarasipur),12.816493,76.20804,29574070317,A,574
Kattebelaguli (Holenarasipur),12.819415,76.21371,29574070318,A,574
Halekote-b (Holenarasipur),12.849827,76.17825,29574070319,A,574
Haralahally (Holenarasipur),12.849891,76.16262,29574070320,A,574
Mudalakoppalu (Holenarasipur),12.864175,76.19581,29574070321,A,574
K.b.palya (Holenarasipur),12.8448515,76.18039,29574070322,A,574
Sreeramanagara (Holenarasipur),12.823901,76.19424,29574070323,A,574
Kadavinakotekaloni (Holenarasipur),12.808263,76.23336,29574070324,A,574
Herebelagulikaloni (Holenarasipur),12.802227,76.22045,29574070325,A,574
Malleshapura (Holenarasipur),12.817877,76.225266,29574070326,A,574
Beemanahalli (Holenarasipur),12.827883,76.201836,29574070327,A,574
Arekaluhosahall (Holenarasipur),12.877952,76.23953,29574070336,A,574
Ichanahalli (Holenarasipur),12.751626,76.227905,29574070401,A,574
Haralahally (Holenarasipur),12.751723,76.22801,29574070402,A,574
Ankavalli (Holenarasipur),12.777329,76.169014,29574070403,A,574
Galipura (Holenarasipur),12.725392,76.21414,29574070404,A,574
Gangur (Holenarasipur),12.784464,76.177086,29574070405,A,574
Bandisettihalli (Holenarasipur),12.74848,76.19614,29574070406,A,574
Sankanahalli (Holenarasipur),12.781981,76.208496,29574070407,A,574
Paduvalahippe (Holenarasipur),12.818903,76.16985,29574070408,A,574
Chigahalli (Holenarasipur),12.757914,76.18542,29574070409,A,574
Hirehallikoppalu (Holenarasipur),12.765043,76.1797,29574070410,A,574
Hirehalli (Holenarasipur),12.765133,76.179726,29574070411,A,574
Kalbyadarahalli (Holenarasipur),12.743489,76.21263,29574070412,A,574
Chikkabyagatavalli (Holenarasipur),12.74839,76.196,29574070413,A,574
Alechagahalli (Holenarasipur),12.730478,76.222275,29574070414,A,574
Haragowdanahalli (Holenarasipur),12.71392,76.21852,29574070415,A,574
Maragowdanahalli (Holenarasipur),12.799552,76.19181,29574070416,A,574
Krushnapura (Holenarasipur),12.7707615,76.21244,29574070417,A,574
Buvanahalli (Holenarasipur),12.757293,76.16705,29574070418,A,574
Uddurhosahalli (Holenarasipur),12.726745,76.16728,29574070419,A,574
Makavalli (Holenarasipur),12.824625,76.16149,29574070420,A,574
Kallikoppalu (Holenarasipur),12.791325,76.18836,29574070421,A,574
Nagalapura (Holenarasipur),12.78843,76.221375,29574070422,A,574
Chittanahalli-a (Holenarasipur),12.750813,76.22205,29574070423,A,574
Huchanakoppalu (Holenarasipur),12.780695,76.22351,29574070424,A,574
Doddbyagatavalli (Holenarasipur),12.777218,76.191605,29574070426,A,574
Maragowdanahallikoppalu (Holenarasipur),12.799552,76.19181,29574070427,A,574
Appagowdanahalli (Holenarasipur),12.8005295,76.19038,29574070428,A,574
Makavallikoppalu (Holenarasipur),12.829934,76.1679,29574070429,A,574
G.ankanahalli (Holenarasipur),12.787128,76.17752,29574070430,A,574
Mundanahalli (Holenarasipur),12.762781,76.20198,29574070431,A,574
Uddur (Holenarasipur),12.737652,76.16995,29574070432,A,574
Chittanahalli-b (Holenarasipur),12.750813,76.22205,29574070433,A,574
Billenahalli (Holenarasipur),12.768848,76.196144,29574070434,A,574
Doddakunche-a (Holenarasipur),12.865227,76.26571,29574070501,A,574
Kamenahalli (Holenarasipur),12.879985,76.27252,29574070502,A,574
Attichowdenahalli (Holenarasipur),12.892475,76.291275,29574070503,A,574
Kurubarahalli (Holenarasipur),12.876094,76.31303,29574070504,A,574
Vaddarahalli (Holenarasipur),12.860167,76.29586,29574070505,A,574
Hadavanahalli (Holenarasipur),12.84734,76.28884,29574070506,A,574
Beechenahalli (Holenarasipur),12.847527,76.2734,29574070507,A,574
Hoovinahalli (Holenarasipur),12.839943,76.263435,29574070508,A,574
K.k.hosuru (Holenarasipur),12.824915,76.27577,29574070509,A,574
Gulisatenahalli (Holenarasipur),12.818985,76.27708,29574070510,A,574
Mavanur (Holenarasipur),12.921681,76.258995,29574070511,A,574
Banukuppe (Holenarasipur),12.897518,76.257706,29574070512,A,574
Bittagowdanahalli (Holenarasipur),12.910428,76.26331,29574070513,A,574
Kallenahally (Holenarasipur),12.899964,76.248566,29574070514,A,574
Chakenahally (Holenarasipur),12.884537,76.24123,29574070515,A,574
Kodihalli (Holenarasipur),12.868216,76.28989,29574070516,A,574
Hariharapura (Holenarasipur),12.863968,76.24012,29574070517,A,574
Beeranahalli (Holenarasipur),12.862802,76.248604,29574070518,A,574
Malali-a (Holenarasipur),12.932283,76.23337,29574070519,A,574
Parasanahalli (Holenarasipur),12.9214,76.2381,29574070520,A,574
Tharanya (Holenarasipur),12.898461,76.22467,29574070521,A,574
Ankanahalli (Holenarasipur),12.891187,76.22203,29574070522,A,574
Sigaranahalli (Holenarasipur),12.860158,76.22903,29574070523,A,574
Boranahalli (Holenarasipur),12.878246,76.22355,29574070524,A,574
Karaganahalli (Holenarasipur),12.9118185,76.220505,29574070525,A,574
Sabbanahalli (Holenarasipur),12.901966,76.22023,29574070526,A,574
Gavisomanahalli (Holenarasipur),12.90406,76.24101,29574070527,A,574
Pillenahalli (Holenarasipur),12.88763,76.25223,29574070528,A,574
Kodihallikoppalu (Holenarasipur),12.873738,76.293625,29574070529,A,574
Doddakunche-b (Holenarasipur),12.830431,76.246574,29574070530,A,574
Malali-b (Holenarasipur),12.934737,76.232254,29574070531,A,574
Halekunche (Holenarasipur),12.866603,76.27952,29574070533,A,574
Kunchehosahalli (Holenarasipur),12.856515,76.28089,29574070534,A,574
Marasettihalli (Holenarasipur),12.827702,76.290474,29574070535,A,574
Tavanandi (Holenarasipur),12.867577,76.23279,29574070537,A,574
Amavasekaloni (Holenarasipur),12.871805,76.237206,29574070538,A,574
Mudlakoppalu (Holenarasipur),12.896669,76.26416,29574070539,A,574
Kattehosahalli (Holenarasipur),12.8298645,76.29551,29574070540,A,574
Unnenahalli (Holenarasipur),12.834965,76.279976,29574070541,A,574
Kalenahallikavalu (Holenarasipur),12.845228,76.25137,29574070542,A,574
Borehosur (Holenarasipur),12.874604,76.25286,29574070543,A,574
Doddakunchekoppalu (Holenarasipur),12.869427,76.25713,29574070544,A,574
Mallasamudra (Holenarasipur),12.831494,76.30032,29574070545,A,574
Hallimysore (Holenarasipur),12.659254,76.257545,29574070601,A,574
Keragodu (Holenarasipur),12.719743,76.18017,29574070602,A,574
Guddenahalli (Holenarasipur),12.675861,76.219795,29574070603,A,574
Jakanahalli (Holenarasipur),12.686151,76.223,29574070604,A,574
H.hindalahalli (Holenarasipur),12.65642,76.24372,29574070605,A,574
Badkyathanahalli (Holenarasipur),12.65902,76.22092,29574070606,A,574
T.mayagowdanahalli (Holenarasipur),12.689775,76.24803,29574070607,A,574
Kallahalli (Holenarasipur),12.666794,76.27719,29574070608,A,574
Makaballi (Holenarasipur),12.635199,76.2729,29574070609,A,574
Gohalli (Holenarasipur),12.657322,76.26608,29574070610,A,574
Mangalavadi (Holenarasipur),12.631379,76.25844,29574070611,A,574
Mukkanahalli (Holenarasipur),12.624388,76.284134,29574070612,A,574
Kyatanahalli (Holenarasipur),12.6483755,76.251945,29574070613,A,574
Yalegowdanakoppalu (Holenarasipur),12.647196,76.24506,29574070614,A,574
Tejur (Holenarasipur),12.677913,76.24696,29574070615,A,574
Singanakuppe (Holenarasipur),12.64553,76.26482,29574070616,A,574
Settarakoppalu (Holenarasipur),12.67521,76.25706,29574070617,A,574
Mahadeswarakoloni (Holenarasipur),12.672392,76.23876,29574070618,A,574
Mangalavadikaloni (Holenarasipur),12.6251955,76.2645,29574070619,A,574
Somanahalli (Holenarasipur),12.653883,76.20367,29574070620,A,574
Somanahallikoppalu (Holenarasipur),12.660677,76.20707,29574070621,A,574
Hadya (Holenarasipur),12.685015,76.215294,29574070622,A,574
Malanayakanahalli (Holenarasipur),12.629064,76.193016,29574070623,A,574
Hosalakkegowdanakoppalu (Holenarasipur),12.641903,76.25476,29574070624,A,574
Hallimysore-b (Holenarasipur),12.662047,76.25697,29574070625,A,574
Bidarakka-b (Holenarasipur),12.6376705,76.18514,29574070626,A,574
Nerale (Holenarasipur),12.626438,76.18954,29574070627,A,574
Bidarakka-a (Holenarasipur),12.639397,76.18709,29574070628,A,574
Sidlahalli (Holenarasipur),12.625188,76.172615,29574070629,A,574
Bediganahalli (Holenarasipur),12.641762,76.16518,29574070630,A,574
Goragundi (Holenarasipur),12.669273,76.16437,29574070631,A,574
Kuppe (Holenarasipur),12.657837,76.18244,29574070632,A,574
Niduvani (Holenarasipur),12.673442,76.186905,29574070633,A,574
Odanahalli (Holenarasipur),12.690542,76.19347,29574070634,A,574
Motanayakanahalli (Holenarasipur),12.6722355,76.20197,29574070635,A,574
Jodigubbi (Holenarasipur),12.698732,76.162445,29574070636,A,574
Machagowdanahalli (Holenarasipur),12.689852,76.17959,29574070637,A,574
Bandiganahalli (Holenarasipur),12.68656,76.16445,29574070638,A,574
Niduvanikoppalu (Holenarasipur),12.669267,76.18489,29574070639,A,574
Gejjiganahalli (Holenarasipur),12.673913,76.209526,29574070640,A,574
Jakkanahallikoppalu (Holenarasipur),12.717317,76.19894,29574070641,A,574
Gopanahalli (Holenarasipur),12.704371,76.19881,29574070642,A,574
Ramenahalli (Holenarasipur),12.707005,76.17672,29574070643,A,574
Cholenahalli (Holenarasipur),12.705109,76.19389,29574070644,A,574
K.muddanahalli (Holenarasipur),12.714947,76.19029,29574070645,A,574
Madihalli (Holenarasipur),12.693432,76.21676,29574070646,A,574
Bediganahallikoppalu (Holenarasipur),12.646555,76.1637,29574070647,A,574
Bidarakakoppalu (Holenarasipur),12.605933,76.1954,29574070648,A,574
Doddakadanur (Holenarasipur),12.705331,76.29529,29574070701,A,574
Chikkakadanur (Holenarasipur),12.721008,76.289215,29574070702,A,574
Annechakenahall (Holenarasipur),12.72575,76.2979,29574070703,A,574
Kabbur (Holenarasipur),12.685749,76.303635,29574070704,A,574
Dalagowdanahalli (Holenarasipur),12.695001,76.27596,29574070705,A,574
Sravanur (Holenarasipur),12.741106,76.32891,29574070706,A,574
Arehalli (Holenarasipur),12.738483,76.304535,29574070707,A,574
Alagowdanahalli (Holenarasipur),12.731308,76.2832,29574070708,A,574
Gulaganjihalli (Holenarasipur),12.72218,76.33462,29574070709,A,574
Ediganahosur (Holenarasipur),12.7825,76.34348,29574070710,A,574
Nagarthi (Holenarasipur),12.751964,76.34193,29574070711,A,574
Devaramuddanahalli (Holenarasipur),12.754644,76.32422,29574070712,A,574
Eregowdanakoppalu (Holenarasipur),12.64652,76.29802,29574070713,A,574
Ragihallikavalu (Holenarasipur),12.664179,76.33972,29574070714,A,574
Anekannambadi-a (Holenarasipur),12.636704,76.29609,29574070715,A,574
Anekannambadi-b (Holenarasipur),12.640367,76.29801,29574070716,A,574
Bachanahalli (Holenarasipur),12.693679,76.29615,29574070717,A,574
Mallenahalli (Holenarasipur),12.700714,76.30591,29574070718,A,574
Marahalli (Holenarasipur),12.628329,76.31286,29574070719,A,574
Yadegowdanahally (Holenarasipur),12.657084,76.31495,29574070720,A,574
Devaraguddenahalli (Holenarasipur),12.64211,76.28642,29574070721,A,574
Doddahally (Holenarasipur),12.65139,76.32409,29574070722,A,574
Doddahallibaresante (Holenarasipur),12.638552,76.322044,29574070723,A,574
Doddahallikoppalu (Holenarasipur),12.643333,76.32271,29574070724,A,574
Nagaranahalli-a (Holenarasipur),12.689007,76.34112,29574070725,A,574
C.hindalahalli (Holenarasipur),12.708705,76.28733,29574070726,A,574
Maluganahalli (Holenarasipur),12.708724,76.343445,29574070727,A,574
Neggalahalli (Holenarasipur),12.674539,76.32705,29574070728,A,574
Rangenahalli (Holenarasipur),12.690755,76.329865,29574070729,A,574
Nagaranahalli-b (Holenarasipur),12.691069,76.34073,29574070730,A,574
Doddakadanurkoppalu (Holenarasipur),12.70322,76.291306,29574070731,A,574
Bettadagulladapura (Holenarasipur),12.718487,76.30582,29574070732,A,574
Hiretalalu (Holenarasipur),12.706998,76.325386,29574070733,A,574
Nagarthikodihalli (Holenarasipur),12.746668,76.35129,29574070735,A,574
Kotiganahosur (Holenarasipur),12.694971,76.35918,29574070736,A,574
Devipura (Holenarasipur),12.749534,76.33661,29574070737,A,574
